category,scientific_name,common_names,conservation_status
Vascular Plant,Polygala paucifolia,"Fringed Polygala, Gay-Wing Milkwort",
Vascular Plant,Polygala polygama,Racemed Milkwort,
Vascular Plant,Polygala sanguinea,Field Milkwort,
Vascular Plant,Polygala senega var. latifolia,Seneca Snakeroot,
Vascular Plant,Polygala verticillata var. verticillata,Whorled Milkwort,
Vascular Plant,Alnus serrulata,"Brook-Side Alder, Common Alder",
Vascular Plant,Betula alleghaniensis var. alleghaniensis,Yellow Birch,
Vascular Plant,Betula lenta,"Black Or Sweet Birch, Sweet Birch",
Vascular Plant,Betula nigra,River Birch,
Vascular Plant,Betula papyrifera var. cordifolia,Mountain Paper Birch,
Vascular Plant,Betula pendula,European Weeping Birch,
Vascular Plant,Carpinus caroliniana,"American Hornbeam, American Hornbean",
Vascular Plant,Corylus americana,"American Hazel, American Hazelnut",
Vascular Plant,Corylus cornuta,"Beaked Hazel, Beaked Hazelnut",
Vascular Plant,Ostrya,Hophornbeam,
Vascular Plant,Ostrya virginiana,"Eastern Hop-Hornbeam, Hop-Hornbeam",
Vascular Plant,Castanea dentata,American Chestnut,
Vascular Plant,Castanea mollissima,Chinese Chestnut,
Vascular Plant,Castanea pumila,Allegheny Chinkapin,
Vascular Plant,Fagus grandifolia,American Beech,
Vascular Plant,Quercus,Oak,
Vascular Plant,Quercus alba,White Oak,
Vascular Plant,Quercus bicolor,Swamp White Oak,
Vascular Plant,Quercus coccinea,Scarlet Oak,
Vascular Plant,Quercus falcata,"Southern Red Oak, Spanish Oak",
Vascular Plant,Quercus imbricaria,Shingle Oak,
Vascular Plant,Quercus marilandica,Blackjack Oak,
Vascular Plant,Quercus michauxii,Swamp Chestnut Oak,
Vascular Plant,Quercus muehlenbergii,"Chinkapin Oak, Yellow Oak",
Vascular Plant,Quercus palustris,Pin Oak,
Vascular Plant,Quercus phellos,Willow Oak,
Vascular Plant,Quercus prinus,Chestnut Oak,
Vascular Plant,Quercus rubra var. ambigua,Northern Red Oak,
Vascular Plant,Quercus shumardii,Shumard Oak,
Vascular Plant,Quercus stellata,Post Oak,
Vascular Plant,Quercus velutina,Black Oak,
Vascular Plant,Quercus X saulii,Saul's Oak,
Vascular Plant,Carya alba,Mockernut Hickory,
Vascular Plant,Carya carolinae-septentrionalis,Carolina Shagbark Hickory,
Vascular Plant,Carya cordiformis,"Bitternut Hickory, Bitter-Nut Hickory",
Vascular Plant,Carya glabra,"Pignut Hickory, Sweet Pignut Hickory",
Vascular Plant,Carya illinoinensis,Pecan,
Vascular Plant,Carya laciniosa,Shellbark Hickory,
Vascular Plant,Carya ovalis,"Red Hickory, Sweet Pignut Hickory",
Vascular Plant,Carya ovata,"Shagbark Hickory, Shag-Bark Hickory",
Vascular Plant,Carya pallida,"Pale Hickory, Sand Hickory",
Vascular Plant,Juglans cinerea,"Butternut, White Walnut",Species of Concern
Vascular Plant,Juglans mandshurica,Manchu Walnut,
Vascular Plant,Juglans nigra,Black Walnut,
Vascular Plant,Comptonia peregrina,Sweet Fern,
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Eastern Bluestar,
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",
Vascular Plant,Asclepias amplexicaulis,"Blunt-Leaved Milkweed, Clasping Milkweed",
Vascular Plant,Asclepias exaltata,Poke Milkweed,
Vascular Plant,Asclepias incarnata ssp. incarnata,Swamp Milkweed,
Vascular Plant,Asclepias incarnata ssp. pulchra,Swamp Milkweed,
Vascular Plant,Asclepias quadrifolia,"Four-Leaved Milkweed, Whorled Milkweed",
Vascular Plant,Asclepias syriaca,"Common Milkweed, Kansas Milkweed",
Vascular Plant,Asclepias tuberosa,"Butterfly-Weed, Butterfly Milkweed",
Vascular Plant,Asclepias variegata,White Milkweed,
Vascular Plant,Asclepias verticillata,Whorled Milkweed,
Vascular Plant,Cynanchum laeve,Cynanchum,
Vascular Plant,Matelea gonocarpos,"Angular-Fruited Milkvine, Climbing Milkweed",
Vascular Plant,Matelea obliqua,Climbing Milkvine,
Vascular Plant,Vinca major,Large Periwinkle,
Vascular Plant,Vinca minor,Periwinkle,
Vascular Plant,Bartonia paniculata,Twining Screwstem,
Vascular Plant,Bartonia paniculata ssp. paniculata,Twining Screwstem,
Vascular Plant,Bartonia virginica,"Bartonia, Yellow Screwstem",
Vascular Plant,Frasera caroliniensis,American Columbo,
Vascular Plant,Gentiana clausa,Bottle Gentian,
Vascular Plant,Gentiana decora,"Mountain Gentian, Showy Gentian",
Vascular Plant,Gentiana linearis,"Linear-Leaved Gentian, Narrow-Leaved Gentian",
Vascular Plant,Gentiana saponaria,"Soap Gentian, Soapwort Gentian",
Vascular Plant,Gentiana villosa,"Hairy Gentian, Striped Gentian",
Vascular Plant,Gentianella quinquefolia ssp. quinquefolia,Stiff Gentian,
Vascular Plant,Obolaria virginica,"Pennywort, Virginia Pennywort",
Vascular Plant,Sabatia angularis,"Rose-Pink, Square-Stemmed Rose Pink",
Vascular Plant,Sabatia campanulata,"Campanulate Sabatia, Slender Marsh Pink",
Vascular Plant,Spigelia marilandica,"Indian Pink, Woodland Pinkroot",
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",
Vascular Plant,Cruciata pedemontana,"Narrow Bedstraw, Piedmont Bedstraw",
Vascular Plant,Diodia teres,Rough Buttonweed,
Vascular Plant,Diodia virginiana,"Larger Button-Weed, Virginia Buttonweed",
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",
Vascular Plant,Galium asprellum,Rough Bedstraw,
Vascular Plant,Galium circaezans,Wild Licorice,
Vascular Plant,Galium concinnum,Shining Bedstraw,
Vascular Plant,Galium lanceolatum,"Torrey's Wild Licorice, Yellow Wild Licorice",
Vascular Plant,Galium latifolium,"Broad-Leaved Bedstraw, Purple Bedstraw",
Vascular Plant,Galium obtusum,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",
Vascular Plant,Galium pedemontana,Narrow Bedstraw,
Vascular Plant,Galium pilosum,Hairy Bedstraw,
Vascular Plant,Galium pilosum var. pilosum,Hairy Bedstraw,
Vascular Plant,Galium pilosum var. puncticulosum,Hairy Bedstraw,
Vascular Plant,Galium tinctorium,"Marsh Bedstraw, Stiff Marsh Bedstraw",
Vascular Plant,Galium triflorum,Fragrant Bedstraw,
Vascular Plant,Houstonia caerulea,"Bluets, Quaker Ladies, Innocence",
Vascular Plant,Houstonia longifolia,"Longleaf Bluet, Longleaf Summer Bluet",
Vascular Plant,Houstonia longifolia var. longifolia,Long-Leaved Bluets,
Vascular Plant,Houstonia longifolia var. tenuifolia,Narrow-Leaved Bluets,
Vascular Plant,Houstonia purpurea,"Purple Bluet, Woodland Bluets",
Vascular Plant,Houstonia purpurea var. calycosa,Venus' Pride,
Vascular Plant,Houstonia purpurea var. purpurea,Venus' Pride,
Vascular Plant,Houstonia serpyllifolia,"Michaux Bluet, Thyme-Leaved Bluets",
Vascular Plant,Mitchella repens,"Partridgeberry, Partridge-Berry",
Vascular Plant,Sherardia arvensis,"Field Madder, Silver Buffalo-Berry",
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",
Vascular Plant,Geranium columbinum,"Long-Stalk Crane's-Bill, Long-Stalked Cranesbill",
Vascular Plant,Geranium maculatum,"Wild Crane's-Bill, Wild Geranium",
Vascular Plant,Geranium molle,"Dovesfoot Cranesbill, Doves-Foot Crane's-Bill",
Vascular Plant,Geranium pusillum,Small Geranium,
Vascular Plant,Geranium sibiricum,"Siberian Cranesbill, Siberian Crane's-Bill",
Vascular Plant,Geranium thunbergii,Thunberg's Geranium,
Vascular Plant,Hymenophyllum tayloriae,Taylor's Filmy Fern,
Vascular Plant,Trichomanes boschianum,"Appalachian Bristle Fern, Bristle-Fern",
Vascular Plant,Trichomanes intricatum,Weft Fern,
Vascular Plant,Trichomanes petersii,"Dwarf Filmy Fern, Dwarf Filmy-Fern",
Vascular Plant,Isoetes engelmannii,"Appalachian Quillwort, Engelmann's Quillwort",
Vascular Plant,Isoetes macrospora,Lake Quillwort,
Vascular Plant,Isoetes valida,Strong Quillwort,
Vascular Plant,Justicia americana,"Common Water-Willow, Water-Willow",
Vascular Plant,Ruellia caroliniensis ssp. caroliniensis var. caroliniensis,Carolina Wild Petunia,
Vascular Plant,Ruellia caroliniensis ssp. ciliosa var. cinerascens,Carolina Wild Petunia,
Vascular Plant,Ruellia humilis,Hairy Wild-Petunia,
Vascular Plant,Ruellia strepens,Limestone Wild Petunia,
Vascular Plant,Bignonia capreolata,"Crossvine, Cross-Vine",
Vascular Plant,Campsis radicans,Trumpet-Creeper,
Vascular Plant,Catalpa bignonioides,Southern Catalpa,
Vascular Plant,Catalpa speciosa,Northern Catalpa,
Vascular Plant,Agastache nepetoides,"Giant Hyssop, Hyssop",
Vascular Plant,Agastache scrophulariifolia,"Giant Hyssop, Purple Giant Hyssop",
Vascular Plant,Ajuga reptans,"Bugleweed, Carpet-Bugel",
Vascular Plant,Blephilia hirsuta,"Hairy Woodmint, Woodmint",
Vascular Plant,Calamintha nepeta,Lesser Calamint,
Vascular Plant,Callicarpa americana,"Beauty-Berry, French Mulberry",
Vascular Plant,Clinopodium vulgare,Basil,
Vascular Plant,Collinsonia canadensis,"Canada Horse-Balm, Stoneroot",
Vascular Plant,Collinsonia verticillata,Whorled Horsebalm,
Vascular Plant,Cunila origanoides,"Common Dittany, Dittany",
Vascular Plant,Elsholtzia ciliata,Crested Latesummer Mint,
Vascular Plant,Galeopsis tetrahit,Brittlestem Hempnettle,
Vascular Plant,Glechoma hederacea,"Gill-Over-The-Ground, Ground Ivy",
Vascular Plant,Hedeoma pulegioides,American Pennyroyal,
Vascular Plant,Lamium amplexicaule,"Common Deadnettle, Henbit",
Vascular Plant,Lamium purpureum,"Purple Deadnettle, Purple Dead-Nettle",
Vascular Plant,Leonurus cardiaca,"Common Mother-Wort, Motherwort",
Vascular Plant,Lycopus americanus,American Bugleweed,
Vascular Plant,Lycopus rubellus,Taperleaf Waterhorehound,
Vascular Plant,Lycopus uniflorus,"Bugleweed, Northern Bugleweed",
Vascular Plant,Lycopus virginicus,"Virginia Bugleweed, Virginia Water-Horehound",
Vascular Plant,Lycopus X sherardii,Sherard's Waterhorehound,
Vascular Plant,Marrubium vulgare,Horehound,
Vascular Plant,Melissa officinalis,"Common Balm, Garden Balm",
Vascular Plant,Mentha arvensis,Corn Mint,
Vascular Plant,Mentha spicata,Spearmint,
Vascular Plant,Mentha suaveolens,"Apple Mint, Bigleaf Mint, Mint",
Vascular Plant,Mentha X gracilis,Mint,
Vascular Plant,Mentha X piperita,Peppermint,
Vascular Plant,Monarda clinopodia,"Basal Bee-Balm, Horse-Mint",
Vascular Plant,Monarda didyma,"Bee-Balm, Oswego Tea Bee-Balm",
Vascular Plant,Monarda fistulosa,Wild Bergamot Bee-Balm,
Vascular Plant,Monarda media,"Purple Bee-Balm, Purple Bergamot",
Vascular Plant,Monarda punctata,"Bee-Balm, Horsemint",
Vascular Plant,Nepeta cataria,Catnip,
Vascular Plant,Perilla frutescens,"Beefsteak Plant, Beef-Steak Plant",
Vascular Plant,Physostegia virginiana,"False Dragonhead, False Dragon-Head",
Vascular Plant,Physostegia virginiana ssp. praemorsa,Obedient Plant,
Vascular Plant,Physostegia virginiana ssp. virginiana,Obedient Plant,
Vascular Plant,Prunella vulgaris,"Heal-All, Self-Heal",
Vascular Plant,Pycnanthemum beadlei,Beadle's Mountainmint,
Vascular Plant,Pycnanthemum incanum,Hoary Mountainmint,
Vascular Plant,Pycnanthemum loomisii,Hoary Mountain-Mint,
Vascular Plant,Pycnanthemum montanum,"Mountain-Mint, Single-Haired Mountain-Mint",
Vascular Plant,Pycnanthemum muticum,"Blunt Mountainmint, Clustered Mountainmint",
Vascular Plant,Pycnanthemum pycnanthemoides,Southern Mountainmint,
Vascular Plant,Pycnanthemum tenuifolium,"Narrow-Leaved Mountain-Mint, Slender Mountain-Mint",
Vascular Plant,Pycnanthemum virginianum,Virginia Mountainmint,
Vascular Plant,Salvia lyrata,"Lyre-Leaf Sage, Lyre-Leaved Sage",
Vascular Plant,Salvia urticifolia,Nettleleaf Sage,
Vascular Plant,Scutellaria elliptica,Hairy Skullcap,
Vascular Plant,Scutellaria elliptica var. elliptica,Hairy Skullcap,
Vascular Plant,Scutellaria elliptica var. hirsuta,Hairy Skullcap,
Vascular Plant,Scutellaria incana,"Downy Skullcap, Hoary Skullcap",
Vascular Plant,Scutellaria incana var. incana,Hoary Skullcap,
Vascular Plant,Scutellaria incana var. punctata,Hoary Skullcap,
Vascular Plant,Scutellaria integrifolia,"Entire-Leaved Skullcap, Hyssop Skullcap",
Vascular Plant,Scutellaria lateriflora,"Mad Dog Skullcap, Mad-Dog Skullcap",
Vascular Plant,Scutellaria ovata,Heart-Leaved Skullcap,
Vascular Plant,Scutellaria saxatilis,Rock Skullcap,
Vascular Plant,Scutellaria serrata,Showy Skullcap,
Vascular Plant,Stachys clingmanii,"Clingman Hedge-Nettle, Clingman's Hedge-Nettle",
Vascular Plant,Stachys latidens,Broadtooth Hedgenettle,
Vascular Plant,Stachys nuttallii,Hairy Hedge-Nettle,
Vascular Plant,Stachys tenuifolia,"Slender Betony, Smooth Hedgenettle, Smooth Hedge-Nettle",
Vascular Plant,Stachys tenuifolia var. latidens,Rough Hedge-Nettle,
Vascular Plant,Synandra hispidula,"Gyandotte Beauty, Synandra",
Vascular Plant,Teucrium canadense var. canadense,"American Germander, Canada Germander",
Vascular Plant,Teucrium canadense var. virginicum,Wood-Sage,
Vascular Plant,Trichostema dichotomum,"Bluecurls, Forked Bluecurls",
Vascular Plant,Lindernia dubia,"Moistbank Pimpernel, Yellow-Seed False-Pimpernel",
Vascular Plant,Lindernia dubia var. anagallidea,False Pimpernel,
Vascular Plant,Lindernia dubia var. dubia,False Pimpernel,
Vascular Plant,Chionanthus virginicus,"Fringe Tree, Fringe-Tree",
Vascular Plant,Forsythia suspensa,"Forsythia, Weeping Forsythia",
Vascular Plant,Forsythia viridissima,"Forsythia, Green-Stem Forsythia",
Vascular Plant,Fraxinus americana,White Ash,
Vascular Plant,Fraxinus pennsylvanica,Green Ash,
Vascular Plant,Fraxinus profunda,Pumpkin Ash,
Vascular Plant,Fraxinus quadrangulata,Blue Ash,
Vascular Plant,Ligustrum sinense,Chinese Privet,
Vascular Plant,Ligustrum vulgare,"Common Privet, European Privet",
Vascular Plant,Syringa vulgaris,Common Lilac,
Vascular Plant,Agalinis purpurea,"Large-Purple False-Foxglove, Purple Gerardia",
Vascular Plant,Agalinis setacea,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",
Vascular Plant,Agalinis tenuifolia,"Slender False-Foxglove, Slender Gerardia",
Vascular Plant,Aureolaria flava,"Yellow False-Foxglove, Yellow Gerardia",
Vascular Plant,Aureolaria laevigata,"Downy Yellow Foxglove, Smooth Gerardia",
Vascular Plant,Aureolaria pectinata,"Comb-Leaf Oakleach, Cut-Leaved Gerardia",
Vascular Plant,Aureolaria pedicularia,Fernleaf Yellow False Foxglove,
Vascular Plant,Aureolaria virginica,Downy False-Foxglove,
Vascular Plant,Buchnera americana,American Bluehearts,
Vascular Plant,Castilleja coccinea,"Indian Paint-Brush, Scarlet Indian-Paintbrush",
Vascular Plant,Conopholis americana,"Squawroot, Squaw-Root",
Vascular Plant,Epifagus virginiana,Beechdrops,
Vascular Plant,Melampyrum lineare,Cow Wheat,
Vascular Plant,Orobanche uniflora,"Naked Broomrape, One-Flowered Cancer-Root",
Vascular Plant,Pedicularis canadensis,"Early Wood Lousewort, Wood Betony",
Vascular Plant,Pedicularis lanceolata,Swamp Lousewort,
Vascular Plant,Paulownia tomentosa,"Princess Tree, Royal Paulownia",
Vascular Plant,Mazus miquelii,Mazus,
Vascular Plant,Mazus pumilus,Mazus,
Vascular Plant,Mimulus alatus,"Sharp-Wing Monkeyflower, Winged Monkey Flower",
Vascular Plant,Mimulus ringens,"Monkey Flower, Square-Stem Monkeyflower",
Vascular Plant,Phryma leptostachya,Lopseed,
Vascular Plant,Callitriche heterophylla,"Larger Water-Starwort, Water Star-Wort",
Vascular Plant,Callitriche terrestris,Water Star-Wort,
Vascular Plant,Chelone glabra,Turtlehead,
Vascular Plant,Chelone lyonii,Pink Turtlehead,
Vascular Plant,Chelone obliqua,"Lance-Leaved Turtlehead, Red Turtlehead",
Vascular Plant,Digitalis purpurea,"Fox-Glove, Purple Foxglove",
Vascular Plant,Gratiola floridana,Florida Hedgehyssop,
Vascular Plant,Gratiola neglecta,"Clammy Hedge-Hyssop, Hedge-Hyssop",
Vascular Plant,Gratiola virginiana,"Roundfruit Hedge-Hyssop, Virginia Hedge-Hyssop",
Vascular Plant,Gratiola viscidula,Short's Hedgehyssop,
Vascular Plant,Kickxia elatine,Sharpleaf Cancerwort,
Vascular Plant,Linaria vulgaris,Butter-And-Eggs,
Vascular Plant,Nuttallanthus canadensis,Old-Field Toadflax,
Vascular Plant,Penstemon calycosus,Longsepal Beardtongue,
Vascular Plant,Penstemon canescens,"Gray Beardtongue, Hairy Beard-Tongue",
Vascular Plant,Penstemon digitalis,"Foxglove Beardtongue, Large-Flowered Beard Tongue",
Vascular Plant,Penstemon laevigatus,"Smooth Beardtongue, Smooth Beard-Tongue",
Vascular Plant,Penstemon smallii,"Small's Beardtongue, Small's Beard-Tongue",
Vascular Plant,Plantago,"Indianwheat, Plantain",
Vascular Plant,Plantago aristata,"Bracted Plantain, Large-Bract Plantain",
Vascular Plant,Plantago lanceolata,"English Plantain, Ribgrass",
Vascular Plant,Plantago major,"Nipple-Seed Plantain, Plantain",
Vascular Plant,Plantago pusilla,"Dwarf Plantain, Small Plantain",
Vascular Plant,Plantago rugelii,"Black-Seed Plantain, White Man's Footprint",
Vascular Plant,Plantago virginica,"Pale-Seeded Plantain, Virginia Plantain",
Vascular Plant,Veronica agrestis,"Field Speedwell, Green Field Speedwell",
Vascular Plant,Veronica anagallis-aquatica,Brook-Pimpernell,
Vascular Plant,Veronica arvensis,Corn Speedwell,
Vascular Plant,Veronica hederifolia,Ivy-Leaved Speedwell,
Vascular Plant,Veronica officinalis,"Common Speedwell, Gypsy-Weed",
Vascular Plant,Veronica peregrina,Purslane Speedwell,
Vascular Plant,Veronica persica,"Perscians' Speedwell, Speedwell",
Vascular Plant,Veronica serpyllifolia,Thyme-Leaved Speedwell,
Vascular Plant,Veronicastrum virginicum,"Culver's Root, Culver's-Root",
Vascular Plant,Buddleja davidii,Orange Eye Butterflybush,
Vascular Plant,Scrophularia marilandica,"Carpenter's Square Figwort, Figwort",
Vascular Plant,Verbascum blattaria,"Moth Mullein, White Moth Mullein",
Vascular Plant,Verbascum thapsus,"Common Mullein, Great Mullein",
Vascular Plant,Verbascum virgatum,Wand Mullein,
Vascular Plant,Polypremum procumbens,Juniper-Leaf,
Vascular Plant,Phyla lanceolata,Lanceleaf Fogfruit,
Vascular Plant,Verbena brasiliensis,"Blue Vervain, Brazillian Vervain",
Vascular Plant,Verbena simplex,"Narrow-Leaved Vervain, Vervain",
Vascular Plant,Verbena urticifolia,White Vervain,
Vascular Plant,Calycanthus floridus,"Carolina-Allspice, Eastern Sweetshrub",
Vascular Plant,Calycanthus floridus var. floridus,Eastern Sweetshrub,
Vascular Plant,Calycanthus floridus var. glaucus,Sweetshrub,
Vascular Plant,Lindera benzoin,Spicebush,
Vascular Plant,Sassafras albidum,Sassafras,
Vascular Plant,Uvularia grandiflora,Large-Flowered Bellwort,
Vascular Plant,Uvularia perfoliata,Perfoliate Bellwort,
Vascular Plant,Uvularia puberula,Mountain Bellwort,
Vascular Plant,Uvularia sessilifolia,"Sessile-Leaf Bellwort, Wild Oats",
Vascular Plant,Clintonia borealis,"Bluebead Lily, Clinton Lily",
Vascular Plant,Clintonia umbellulata,"Speckled Wood Lily, White Clintonia",
Vascular Plant,Erythronium americanum,"American Troutlily, Yellow Trout-Lily",
Vascular Plant,Erythronium umbilicatum ssp. umbilicatum,Dimpled Troutlily,
Vascular Plant,Lilium canadense ssp. editorum,Canada Lily,
Vascular Plant,Lilium grayi,Gray's Lily,Species of Concern
Vascular Plant,Lilium lancifolium,Tiger Lily,
Vascular Plant,Lilium michauxii,Carolina Lily,
Vascular Plant,Lilium philadelphicum,"Philadelphia Wood Lily, Wood Lily",
Vascular Plant,Lilium superbum,Turk's Cap Lily,
Vascular Plant,Medeola virginiana,"Indian Cucumber, Indian Cucumber-Root",
Vascular Plant,Ornithogalum umbellatum,"Common Star-Of-Bethlehem, Star-Of-Bethlehem",
Vascular Plant,Prosartes lanuginosum,Yellow Mandarin,
Vascular Plant,Prosartes maculatum,Spotted Mandarin,
Vascular Plant,Streptopus amplexifolius var. amplexifolius,"American Twistedstalk, Claspleaf Twistedstalk",
Vascular Plant,Streptopus lanceolatus var. lanceolatus,Twistedstalk,
Vascular Plant,Streptopus lanceolatus var. roseus,Twistedstalk,
Vascular Plant,Streptopus roseus,"Rose Twisted-Stalk, Rosy Twisted-Stalk",
Vascular Plant,Amianthium muscitoxicum,Fly Poison,
Vascular Plant,Chamaelirium luteum,"Devil's-Bit, Fairy Wand",
Vascular Plant,Melanthium latifolium,"Bunch-Flower, Hybrid Bunchflower",
Vascular Plant,Melanthium parviflorum,"Small-Flowered False Hellebore, Small-Flowered False-Helleborne",
Vascular Plant,Stenanthium gramineum,"Eastern Featherbells, Featherbells",
Vascular Plant,Trillium catesbaei,Catesby's Trillium,
Vascular Plant,Trillium cuneatum,"Little Sweet Trillium, Sessile-Flowered Maroon Trillium",
Vascular Plant,Trillium erectum,"Ill-Scent Trillium, Wake Robin",
Vascular Plant,Trillium flexipes,Jennison's White Trillium,
Vascular Plant,Trillium grandiflorum,"Large-Flower Trillium, White Trillium",
